"CAINC1 Personal Income Summary: Personal Income, Population, Per Capita Personal Income"
"" 
"Bureau of Economic Analysis" 
"Metropolitan Statistical Area"
"GeoFips","GeoName","LineCode","Description","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"14010","Bloomington, IL (Metropolitan Statistical Area)","2","Population (persons) 1/",150844,152713,155882,157795,159096,160299,162925,165223,166825,168727,169815,170939,172762,175087,174166,173222,173157,172769,172368,171272,171256
"14010","Bloomington, IL (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",30059,32110,32405,33198,34027,34298,36665,37775,39561,39114,40373,42374,42834,43654,43750,46125,46909,47345,49302,49760,54639
"14020","Bloomington, IN (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",3463734,3530281,3589925,3774514,4003726,4142036,4395962,4558023,4879581,4838905,4965941,5250474,5488466,5494001,5772742,6065082,6374592,6739826,7051255,7389915,7861276
"14020","Bloomington, IN (Metropolitan Statistical Area)","2","Population (persons) 1/",142709,143650,144707,146835,148549,150096,152548,154352,156164,157840,160140,161769,162938,163337,164570,165255,166834,167619,168290,169059,169052
"14020","Bloomington, IN (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",24271,24576,24808,25706,26952,27596,28817,29530,31247,30657,31010,32457,33684,33636,35078,36701,38209,40209,41899,43712,46502
"14100","Bloomsburg-Berwick, PA (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",1974418,2054192,2176574,2272358,2350046,2420121,2538518,2717872,2862154,2833927,2987652,3134855,3213581,3291793,3356251,3467786,3557387,3678331,3793903,3891804,4208122
"14100","Bloomsburg-Berwick, PA (Metropolitan Statistical Area)","2","Population (persons) 1/",82211,82592,82838,83240,83511,83718,83996,84303,84735,85385,85653,85448,85474,85601,85553,85001,84412,83893,83450,83201,82884
"14100","Bloomsburg-Berwick, PA (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",24016,24872,26275,27299,28141,28908,30222,32239,33778,33190,34881,36687,37597,38455,39230,40797,42143,43846,45463,46776,50771
"14260","Boise City, ID (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",13907878,14193813,14774324,15310987,16516058,17693873,19884957,20864663,20932163,20241149,20855803,21971435,23330950,24481275,26247124,27877067,29191590,31277345,33737187,35757744,38882425
"14260","Boise City, ID (Metropolitan Statistical Area)","2","Population (persons) 1/",469017,486078,499994,512491,525975,546980,570583,590330,603218,611341,617899,627804,637657,649541,663053,675173,691974,710384,729654,750050,770353
"14260","Boise City, ID (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",29653,29201,29549,29876,31401,32348,34850,35344,34701,33109,33753,34997,36589,37690,39585,41289,42186,44029,46237,47674,50474
"14460","Boston-Cambridge-Newton, MA-NH (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",187340509,193251714,191085395,193927420,204311368,214410947,232453100,245076259,254305370,250823803,264820177,277269108,289512591,292115726,307966839,329433144,342717385,359489851,378052462,394806879,418178210
"14460","Boston-Cambridge-Newton, MA-NH (Metropolitan Statistical Area)","2","Population (persons) 1/",4401256,4432132,4440034,4434723,4424956,4418046,4427356,4447838,4483141,4527220,4566448,4610267,4657545,4704297,4748757,4780848,4812039,4845221,4862290,4876271,4878211
"14460","Boston-Cambridge-Newton, MA-NH (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",42565,43602,43037,43729,46173,48531,52504,55100,56725,55403,57993,60142,62160,62096,64852,68907,71221,74195,77752,80965,85724
"14500","Boulder, CO (Metropolitan Statistical Area) *","1","Personal income (thousands of dollars)",12219618,12677543,11557324,11795789,12111744,12963891,13962986,14628219,15268220,13822780,14943624,15781304,16760622,17598739,18962555,20520295,20987112,22435461,23629232,25202960,26058704
"14500","Boulder, CO (Metropolitan Statistical Area) *","2","Population (persons) 1/",293358,300137,279468,278768,279728,280241,284243,287428,290859,293190,295056,300045,304717,309538,312525,318408,321761,323019,325438,326020,327171
"14500","Boulder, CO (Metropolitan Statistical Area) *","3","Per capita personal income (dollars) 2/",41654,42239,41355,42314,43298,46260,49123,50894,52494,47146,50647,52596,55004,56855,60675,64447,65226,69456,72607,77305,79649
"14540","Bowling Green, KY (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",3082818,3208981,3316119,3453369,3703714,3937376,4126071,4344443,4599705,4509409,4781173,5009044,5195474,5306489,5575293,5885745,6034181,6276701,6386767,6639483,7181968
"14540","Bowling Green, KY (Metropolitan Statistical Area)","2","Population (persons) 1/",135367,136901,138510,140921,143044,145918,149324,151710,154513,156978,159352,161024,162507,164733,166729,169630,172246,175163,177008,179089,180751
"14540","Bowling Green, KY (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",22774,23440,23941,24506,25892,26983,27632,28636,29769,28726,30004,31107,31971,32213,33439,34698,35032,35833,36082,37074,39734
"14740","Bremerton-Silverdale-Port Orchard, WA (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",7060260,7308867,7627847,8041905,8594772,9037625,9513394,9957891,10503242,10287984,10608195,10912185,11336136,11352250,12011275,12571230,13205331,13867368,14718413,15574583,16559291
"14740","Bremerton-Silverdale-Port Orchard, WA (Metropolitan Statistical Area)","2","Population (persons) 1/",232720,234513,238129,239758,241960,239806,245054,244105,246912,248800,251696,254351,254414,252538,253568,259467,263419,266636,269583,272299,272787
"14740","Bremerton-Silverdale-Port Orchard, WA (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",30338,31166,32032,33542,35521,37687,38822,40793,42538,41350,42147,42902,44558,44953,47369,48450,50131,52009,54597,57197,60704
"14860","Bridgeport-Stamford-Norwalk, CT (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",55126558,59034357,57784980,57947816,61493041,66714459,73860592,81800722,90495008,89586996,95416974,96341946,96709567,91249002,96777988,98822549,101326371,104276628,110394564,111923827,113321507
"14860","Bridgeport-Stamford-Norwalk, CT (Metropolitan Statistical Area)","2","Population (persons) 1/",884364,889063,892900,896342,897472,897653,896254,897498,903824,910421,919371,928099,935293,940189,944524,945323,945096,944107,945511,944388,942426
"14860","Bridgeport-Stamford-Norwalk, CT (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",62335,66401,64716,64649,68518,74321,82410,91143,100125,98402,103785,103806,103400,97054,102462,104538,107213,110450,116757,118515,120244
"15180","Brownsville-Harlingen, TX (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",5211517,5753886,6152788,6487175,6694992,7066182,7573947,8076996,8673165,8992818,9655488,10118922,10370463,10599551,11010096,11261309,11580573,11747883,12212638,12758548,14290654
"15180","Brownsville-Harlingen, TX (Metropolitan Statistical Area)","2","Population (persons) 1/",336123,342368,350194,358492,366299,373429,380169,386306,393000,400303,407608,413116,415729,417129,418698,419062,420894,421506,421446,422649,424180
"15180","Brownsville-Harlingen, TX (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",15505,16806,17570,18096,18277,18922,19923,20908,22069,22465,23688,24494,24945,25411,26296,26873,27514,27871,28978,30187,33690
"15260","Brunswick, GA (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",2495274,2581398,2680079,2847102,3099762,3308131,3585893,3699634,3662070,3512195,3660581,3812676,3842899,3900201,4084255,4374921,4437446,4662779,4923268,5057621,5391987
"15260","Brunswick, GA (Metropolitan Statistical Area)","2","Population (persons) 1/",93344,95052,96612,98180,99879,101532,104715,107334,109579,111343,112524,112898,113298,113816,114647,115844,116704,117776,118363,118744,119157
"15260","Brunswick, GA (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",26732,27158,27741,28999,31035,32582,34244,34468,33419,31544,32532,33771,33919,34268,35625,37766,38023,39590,41595,42593,45251
"15380","Buffalo-Cheektowaga, NY (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",32858975,33028168,33577910,34696497,36068535,36397809,38217123,40170894,41972949,42267646,43738567,45454211,46983454,47395038,48722805,50797103,51752650,54399431,55770239,57881288,62784969
"15380","Buffalo-Cheektowaga, NY (Metropolitan Statistical Area)","2","Population (persons) 1/",1169060,1165067,1161678,1159918,1156070,1148563,1141712,1137678,1136364,1135377,1135634,1135627,1134722,1135140,1135265,1133249,1130547,1130289,1130241,1128376,1125637
"15380","Buffalo-Cheektowaga, NY (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",28107,28349,28905,29913,31199,31690,33474,35310,36936,37228,38515,40026,41405,41753,42918,44824,45777,48129,49344,51296,55777
"15500","Burlington, NC (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",3449727,3593947,3665037,3798799,3883968,4046903,4403150,4704481,4889345,4750311,4864367,5074254,5248013,5328813,5586474,5765466,5999897,6261185,6617662,6979321,7534523
"15500","Burlington, NC (Metropolitan Statistical Area)","2","Population (persons) 1/",131423,133346,135239,136009,137619,139311,141462,144712,147704,149954,151437,152712,153299,154209,155439,157104,160358,163326,166516,169173,171346
"15500","Burlington, NC (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",26249,26952,27100,27930,28223,29049,31126,32509,33102,31678,32121,33228,34234,34556,35940,36698,37416,38336,39742,41256,43973
"15540","Burlington-South Burlington, VT (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",6317905,6636374,6797675,7134439,7516339,7731154,8208148,8636564,9193802,9073387,9342137,10051515,10404787,10649920,11196722,11499815,11786467,12134480,12505198,12932955,13668061
"15540","Burlington-South Burlington, VT (Metropolitan Statistical Area)","2","Population (persons) 1/",199600,201361,203052,204201,205652,206637,207426,208232,209332,210435,211543,213291,214074,214984,215878,217410,217758,219224,220167,220510,221160
"15540","Burlington-South Burlington, VT (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",31653,32958,33478,34938,36549,37414,39571,41476,43920,43117,44162,47126,48604,49538,51866,52895,54126,55352,56799,58650,61802
"15680","California-Lexington Park, MD (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",2635434,2683900,2914676,3172352,3414534,3639998,3906209,4196315,4498567,4682612,4960797,5267373,5367756,5380529,5556186,5813746,5981993,6124942,6367146,6585955,7012411
"15680","California-Lexington Park, MD (Metropolitan Statistical Area)","2","Population (persons) 1/",86498,87455,89819,92333,94900,96871,98849,100599,101921,103273,105772,107589,108847,109284,109998,111092,111886,112627,112948,113764,114687
"15680","California-Lexington Park, MD (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",30468,30689,32451,34358,35980,37576,39517,41713,44138,45342,46901,48958,49315,49234,50512,52333,53465,54383,56372,57891,61144
"15940","Canton-Massillon, OH (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",10965249,11080545,11230099,11564627,11940111,12329275,12846085,13529760,14007322,13468282,13840877,14739349,15348126,15529017,16144360,16696905,16672839,17210767,17752652,18301894,19538028
"15940","Canton-Massillon, OH (Metropolitan Statistical Area)","2","Population (persons) 1/",406887,406256,406039,406046,405960,405168,405343,405939,406140,405127,404207,403344,403465,403424,403752,402527,401183,399449,398544,397707,396669
"15940","Canton-Massillon, OH (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",26949,27275,27658,28481,29412,30430,31692,33330,34489,33245,34242,36543,38041,38493,39986,41480,41559,43086,44544,46019,49255
"15980","Cape Coral-Fort Myers, FL (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",12779956,14404506,14933731,16180454,18758720,20970488,24210220,24905810,25409577,24560064,24629058,26487133,27325128,27819048,30584461,33018009,35421492,37426984,39285013,40800215,43260834
"15980","Cape Coral-Fort Myers, FL (Metropolitan Statistical Area)","2","Population (persons) 1/",444311,461037,478889,497662,522431,555029,582678,604716,610984,612297,620481,631198,644451,660197,677710,700243,723467,741188,755159,772268,790767
"15980","Cape Coral-Fort Myers, FL (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",28764,31244,31184,32513,35907,37783,41550,41186,41588,40111,39693,41963,42401,42137,45129,47152,48961,50496,52022,52832,54707
"16020","Cape Girardeau, MO-IL (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",2169420,2255621,2343588,2452204,2628045,2717938,2866288,3065286,3142462,3121881,3211514,3352012,3574091,3614185,3678199,3842338,3923871,4035510,4154029,4215929,4448268
"16020","Cape Girardeau, MO-IL (Metropolitan Statistical Area)","2","Population (persons) 1/",90527,91226,91694,91840,92734,93173,94167,94616,95031,95634,96459,97002,97244,97224,97452,97380,97192,96895,97020,96904,97120
"16020","Cape Girardeau, MO-IL (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",23964,24726,25559,26701,28340,29171,30438,32397,33068,32644,33294,34556,36754,37174,37744,39457,40372,41648,42816,43506,45802
"16060","Carbondale-Marion, IL (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",2976883,3222576,3352899,3443407,3552947,3693245,3854951,4003818,4221396,4382474,4663546,4824700,4899146,4951592,5013277,5213118,5233234,5340578,5485966,5601755,6005070
"16060","Carbondale-Marion, IL (Metropolitan Statistical Area)","2","Population (persons) 1/",133748,134061,133540,134761,135744,136697,137483,137511,137950,138497,139409,139972,138725,140112,139707,139474,138717,137443,136724,135857,135448
"16060","Carbondale-Marion, IL (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",22257,24038,25108,25552,26174,27018,28039,29116,30601,31643,33452,34469,35316,35340,35884,37377,37726,38857,40124,41233,44335
"16180","Carson City, NV (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",1749562,1254182,1095415,1169772,1183088,1379667,1692006,1626289,1665151,2291005,2462574,2369543,2156063,2202043,2313399,2452062,2458864,2622199,2785272,2955675,3166467
"16180","Carson City, NV (Metropolitan Statistical Area)","2","Population (persons) 1/",52568,53472,54503,55234,55995,55982,55410,55288,55552,55401,54983,54687,54330,53746,54112,54152,54323,54684,55287,55894,56034
"16180","Carson City, NV (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",33282,23455,20098,21178,21128,24645,30536,29415,29975,41353,44788,43329,39685,40971,42752,45281,45264,47952,50378,52880,56510
